"Gene","differential expression tissue","differential expression P-value","used in regulatory network reconstruction?","estimated regulatory direction","social connectivity","phylostrata category","SwissProt ID","constraint"
"LOC105835316",NA,NA,1.29857228580387e-06,NA,NA,"worker larva","no","307658:004dd4"
"LOC105835317",NA,NA,2.39397612273143e-09,NA,NA,"worker larva","no","307658:00496f"
"LOC105835318",NA,NA,0.000698015049620353,NA,NA,"worker larva","no","307658:0039df"
"LOC105835319",NA,NA,1.08154412555408e-07,NA,NA,"worker larva","no","307658:0039e0"
"LOC105835320",NA,NA,6.66455057493705e-07,NA,NA,"worker larva","no","307658:0039e1"
"LOC105835321","nurse head → larva","CH",0.000135611551205053,"nurse",0.251949252592527,"nurse head","yes","307658:0039e2"
"LOC105835321","nurse abdomen → larva","CG",0.0133274687957091,"nurse",0.152336392102318,"nurse abdomen","yes","307658:0039e2"
"LOC105835321",NA,NA,3.98483544952225e-06,NA,NA,"worker larva","no","307658:0039e2"
"LOC105835322","larva → nurse head","CH",1.87284931828452e-24,"larv",0.304870890850437,"worker larva","yes","307658:003ced"
"LOC105835322","larva → nurse abdomen","CG",1.87284931828452e-24,"larv",0.137012688192349,"worker larva","yes","307658:003ced"
"LOC105835323",NA,NA,0.0374533997009406,NA,NA,"nurse abdomen","no","307658:003cee"
"LOC105835324",NA,NA,7.49890275657896e-09,NA,NA,"worker larva","no","307658:004f79"
"LOC105835324",NA,NA,4.33661479046407e-05,NA,NA,"nurse abdomen","no","307658:004f79"
"LOC105835325","nurse abdomen → larva","CG",0.0325869801545302,"nurse",0.073717337983326,"nurse abdomen","yes","307658:003cef"
"LOC105835325",NA,NA,1.21796657886142e-07,NA,NA,"worker larva","no","307658:003cef"
"LOC105835326",NA,NA,3.57161552577149e-14,NA,NA,"worker larva","no","307658:003cf0"
"LOC105835330",NA,NA,0.00603830623497757,NA,NA,"worker larva","no","307658:004115"
"LOC105835330",NA,NA,2.36701390289853e-05,NA,NA,"nurse head","no","307658:004115"
"LOC105835331",NA,NA,1.05683708726207e-06,NA,NA,"worker larva","no",NA
"LOC105835332",NA,NA,0.0334956964891939,NA,NA,"worker larva","no","307658:00203e"
"LOC105835333",NA,NA,7.86712278374653e-11,NA,NA,"worker larva","no","307658:00366c"
"LOC105835334",NA,NA,1.51826440628259e-12,NA,NA,"worker larva","no","307658:00366d"
"LOC105835335",NA,NA,0.000252715571787943,NA,NA,"worker larva","no","307658:0037fe"
"LOC105835337",NA,NA,0.0364432145625879,NA,NA,"worker larva","no","307658:003d0c"
"LOC105835338",NA,NA,0.00149060877534746,NA,NA,"worker larva","no","307658:002710"
"LOC105835339",NA,NA,3.22502581635696e-12,NA,NA,"worker larva","no","307658:004575"
"LOC105835340",NA,NA,1.46587367056725e-17,NA,NA,"worker larva","no","307658:004aa7"
"LOC105835341",NA,NA,0.00188578309913291,NA,NA,"worker larva","no","307658:003872"
"LOC105835342","nurse abdomen → larva","CG",0.0281179138481044,"nurse",0.135730045576568,"nurse abdomen","yes","307658:003e2c"
"LOC105835342",NA,NA,1.50281750081661e-08,NA,NA,"worker larva","no","307658:003e2c"
"LOC105835342",NA,NA,0.0175371162128124,NA,NA,"nurse head","no","307658:003e2c"
"LOC105835343",NA,NA,1.35915154444455e-07,NA,NA,"worker larva","no","307658:003873"
"LOC105835344",NA,NA,0.0194895014143587,NA,NA,"nurse head","no","307658:003874"
"LOC105835345","larva → nurse head","CH",2.10195683630084e-21,"larv",0.243220136340686,"worker larva","yes","307658:002e75"
"LOC105835345","larva → nurse abdomen","CG",2.10195683630084e-21,"larv",0.181328087462398,"worker larva","yes","307658:002e75"
"LOC105835346",NA,NA,1.70845805284387e-05,NA,NA,"worker larva","no","307658:002e76"
"LOC105835347",NA,NA,0.0498138014456938,NA,NA,"nurse head","no","307658:0036d3"
"LOC105835348",NA,NA,0.00243216346533577,NA,NA,"worker larva","no","307658:0036d4"
"LOC105835349",NA,NA,0.0441879172698822,NA,NA,"nurse head","no","307658:0036d5"
"LOC105835350",NA,NA,1.01275536614609e-06,NA,NA,"worker larva","no","307658:004bc9"
"LOC105835351",NA,NA,9.60586872150879e-14,NA,NA,"worker larva","no","307658:00059e"
"LOC105835352",NA,NA,2.21589236372123e-09,NA,NA,"worker larva","no","307658:004bca"
"LOC105835353","larva → nurse abdomen","CG",1.19143009683481e-20,"larv",0.212641342552408,"worker larva","yes","307658:004ee0"
"LOC105835353","larva → nurse head","CH",1.19143009683481e-20,"larv",0.12395227015165,"worker larva","yes","307658:004ee0"
"LOC105835354","nurse head → larva","CH",0.0137636596551439,"nurse",0.13643090315391,"nurse head","yes","307658:004f1a"
"LOC105835355",NA,NA,1.29590164551531e-09,NA,NA,"worker larva","no","307658:000129"
"LOC105835355",NA,NA,0.0196889700502487,NA,NA,"nurse head","no","307658:000129"
"LOC105835356","larva → nurse abdomen","CG",1.63367886692686e-24,"larv",0.237860380938074,"worker larva","yes","307658:003990"
"LOC105835356","larva → nurse head","CH",1.63367886692686e-24,"larv",0.155891950351622,"worker larva","yes","307658:003990"
"LOC105835357",NA,NA,3.32210454886704e-12,NA,NA,"worker larva","no","307658:003991"
"LOC105835357",NA,NA,0.0377422432737219,NA,NA,"nurse head","no","307658:003991"
"LOC105835358",NA,NA,1.64635553036335e-09,NA,NA,"worker larva","no","307658:0022ed"
"LOC105835361",NA,NA,8.48595152286946e-07,NA,NA,"worker larva","no","307658:003f82"
"LOC105835362","larva → nurse head","CH",1.6495844431646e-24,"larv",0.177816665193216,"worker larva","yes","307658:003bdf"
"LOC105835362","larva → nurse abdomen","CG",1.6495844431646e-24,"larv",0.314159534769612,"worker larva","yes","307658:003bdf"
"LOC105835363",NA,NA,5.67586291594343e-05,NA,NA,"worker larva","no","307658:003be0"
"LOC105835364",NA,NA,0.0168247011452435,NA,NA,"worker larva","no","307658:003be1"
"LOC105835364","nurse head → larva","CH",0.00351029873587796,"nurse",0.115038094885024,"nurse head","yes","307658:003be1"
"LOC105835366",NA,NA,1.12992004523174e-14,NA,NA,"worker larva","no","307658:003f7d"
"LOC105835366","nurse abdomen → larva","CG",0.00481291323913339,"nurse",0.0670149370051604,"nurse abdomen","yes","307658:003f7d"
"LOC105835368",NA,NA,5.70224884968936e-15,NA,NA,"worker larva","no","307658:003f7e"
"LOC105835368","nurse abdomen → larva","CG",0.00917595430940065,"nurse",0.0603009072134565,"nurse abdomen","yes","307658:003f7e"
"LOC105835371",NA,NA,1.45945174155704e-09,NA,NA,"worker larva","no","307658:004698"
"LOC105835372",NA,NA,0.000412801918210811,NA,NA,"worker larva","no",NA
"LOC105835373",NA,NA,0.0430196122191039,NA,NA,"nurse head","no","307658:004bf4"
"LOC105835375",NA,NA,6.12935822192067e-05,NA,NA,"worker larva","no","307658:0019c7"
"LOC105835376","larva → nurse head","CH",2.25225349049334e-53,"larv",0.159283700183785,"worker larva","yes","307658:003c42"
"LOC105835376","larva → nurse abdomen","CG",2.25225349049334e-53,"larv",0.23362571013742,"worker larva","yes","307658:003c42"
"LOC105835380","nurse head → larva","CH",0.00503215142485327,"nurse",0.147823395532406,"nurse head","yes","307658:002305"
"LOC105835380",NA,NA,1.93529532066363e-05,NA,NA,"worker larva","no","307658:002305"
"LOC105835382","nurse head → larva","CH",1.82812037922539e-05,"nurse",0.27910210399513,"nurse head","yes","307658:002306"
"LOC105835382","larva → nurse abdomen","CG",2.39253938560363e-26,"larv",0.225077930811184,"worker larva","yes","307658:002306"
"LOC105835382","larva → nurse head","CH",2.39253938560363e-26,"larv",0.216814630312362,"worker larva","yes","307658:002306"
"LOC105835385",NA,NA,0.000351621514541611,NA,NA,"worker larva","no","307658:00480f"
"LOC105835388",NA,NA,0.0485844883049852,NA,NA,"nurse abdomen","no","307658:00483f"
"LOC105835388",NA,NA,0.00427679909218447,NA,NA,"worker larva","no","307658:00483f"
"LOC105835389","nurse head → larva","CH",0.000272883411819464,"nurse",0.152402143882369,"nurse head","yes","307658:0048bc"
"LOC105835389",NA,NA,0.0241873067136174,NA,NA,"worker larva","no","307658:0048bc"
"LOC105835389","nurse abdomen → larva","CG",0.0405259182899615,"nurse",0.0809943591131628,"nurse abdomen","yes","307658:0048bc"
"LOC105835390",NA,NA,0.000619530398169542,NA,NA,"worker larva","no","307658:004ee1"
"LOC105835391","larva → nurse abdomen","CG",7.98841005987552e-30,"larv",0.205569275168134,"worker larva","yes","307658:0001ba"
"LOC105835391","larva → nurse head","CH",7.98841005987552e-30,"larv",0.203375164006098,"worker larva","yes","307658:0001ba"
"LOC105835392","larva → nurse abdomen","CG",5.76912425016202e-54,"larv",0.196280360075436,"worker larva","yes","307658:0038d5"
"LOC105835392","larva → nurse head","CH",5.76912425016202e-54,"larv",0.387562626033558,"worker larva","yes","307658:0038d5"
"LOC105835392","nurse abdomen → larva","CG",0.0212030713950821,"nurse",0.208511147293398,"nurse abdomen","yes","307658:0038d5"
"LOC105835393",NA,NA,7.18983917346819e-18,NA,NA,"worker larva","no","307658:0038d6"
"LOC105835394","larva → nurse head","CH",1.52173265051799e-97,"larv",0.165492130886476,"worker larva","yes","307658:0038d7"
"LOC105835394","larva → nurse abdomen","CG",1.52173265051799e-97,"larv",0.280916567895385,"worker larva","yes","307658:0038d7"
"LOC105835395",NA,NA,4.50951829138446e-10,NA,NA,"worker larva","no","307658:0038d8"
"LOC105835396",NA,NA,1.25695365760576e-09,NA,NA,"worker larva","no","307658:0030da"
"LOC105835397",NA,NA,0.00134279864154665,NA,NA,"worker larva","no","307658:004328"
"LOC105835398",NA,NA,1.49600033254308e-05,NA,NA,"worker larva","no","307658:0030db"
"LOC105835399",NA,NA,3.39431477963007e-06,NA,NA,"worker larva","no","307658:0030dc"
"LOC105835400",NA,NA,1.0555107740561e-05,NA,NA,"worker larva","no","307658:0030dd"
"LOC105835401",NA,NA,0.0326617101114226,NA,NA,"nurse head","no","307658:0030de"
"LOC105835401",NA,NA,7.82441934229051e-09,NA,NA,"worker larva","no","307658:0030de"
"LOC105835402",NA,NA,1.02120904632346e-08,NA,NA,"worker larva","no","307658:0044dd"
"LOC105835403",NA,NA,2.54504113010163e-12,NA,NA,"worker larva","no","307658:002480"
"LOC105835405",NA,NA,8.59906131344797e-06,NA,NA,"worker larva","no","307658:00385a"
"LOC105835407",NA,NA,1.43745549689104e-14,NA,NA,"worker larva","no","307658:0049f3"
"LOC105835408",NA,NA,0.0115896344606077,NA,NA,"nurse head","no","307658:004ae2"
"LOC105835408",NA,NA,0.000143078373341586,NA,NA,"worker larva","no","307658:004ae2"
"LOC105835409","nurse head → larva","CH",0.0113972791619848,"nurse",0.114090186426375,"nurse head","yes","307658:004ae3"
"LOC105835410",NA,NA,4.23947601598985e-05,NA,NA,"worker larva","no","307658:004ae4"
"LOC105835411",NA,NA,2.35376011246906e-09,NA,NA,"worker larva","no","307658:004c8c"
"LOC105835412",NA,NA,2.9979726664231e-06,NA,NA,"worker larva","no","307658:004fb3"
"LOC105835412","nurse abdomen → larva","CG",0.000453514934910119,"nurse",0.0844606695088393,"nurse abdomen","yes","307658:004fb3"
"LOC105835413","larva → nurse head","CH",4.5475929651897e-60,"larv",0.230627229821783,"worker larva","yes","307658:000016"
"LOC105835413","larva → nurse abdomen","CG",4.5475929651897e-60,"larv",0.171526430387824,"worker larva","yes","307658:000016"
"LOC105835414",NA,NA,0.0206965716243039,NA,NA,"nurse head","no","307658:001db2"
"LOC105835414",NA,NA,0.000180853161739476,NA,NA,"worker larva","no","307658:001db2"
"LOC105835414","nurse abdomen → larva","CG",0.00207536079031676,"nurse",0.0663885445219543,"nurse abdomen","yes","307658:001db2"
"LOC105835416",NA,NA,0.00198552104797503,NA,NA,"worker larva","no","307658:001db3"
"LOC105835417","larva → nurse head","CH",3.48328633374743e-23,"larv",0.192996711275384,"worker larva","yes","307658:001db4"
"LOC105835417","larva → nurse abdomen","CG",3.48328633374743e-23,"larv",0.169179040809029,"worker larva","yes","307658:001db4"
"LOC105835419",NA,NA,2.62454648632558e-07,NA,NA,"worker larva","no","307658:001db6"
"LOC105835421","larva → nurse abdomen","CG",8.14488596186541e-23,"larv",0.157964987858368,"worker larva","yes","307658:004021"
"LOC105835421","larva → nurse head","CH",8.14488596186541e-23,"larv",0.311023960597892,"worker larva","yes","307658:004021"
"LOC105835422",NA,NA,2.24077864625686e-07,NA,NA,"worker larva","no","307658:0039fc"
"LOC105835423","larva → nurse abdomen","CG",1.30944119661626e-38,"larv",0.131695517018524,"worker larva","yes","307658:00423c"
"LOC105835423","larva → nurse head","CH",1.30944119661626e-38,"larv",0.151319665999954,"worker larva","yes","307658:00423c"
"LOC105835423","nurse abdomen → larva","CG",0.00045934880347612,"nurse",0.06941246820636,"nurse abdomen","yes","307658:00423c"
"LOC105835425",NA,NA,1.15650130160459e-12,NA,NA,"worker larva","no","307658:0048e3"
"LOC105835426",NA,NA,0.0206124330059276,NA,NA,"worker larva","no","307658:0022c8"
"LOC105835427",NA,NA,0.000241574573909022,NA,NA,"worker larva","no","307658:00391e"
"LOC105835428","nurse head → larva","CH",0.000472961554935329,"nurse",0.104339927327063,"nurse head","yes","307658:004022"
"LOC105835429",NA,NA,4.02527109265252e-07,NA,NA,"worker larva","no","307658:00432f"
"LOC105835430",NA,NA,2.93377504357577e-08,NA,NA,"worker larva","no","307658:0048d9"
"LOC105835433",NA,NA,7.23685561441707e-12,NA,NA,"worker larva","no","307658:0043a6"
"LOC105835435",NA,NA,0.0148418257881028,NA,NA,"worker larva","no","307658:000177"
"LOC105835435",NA,NA,0.000659818772075296,NA,NA,"nurse head","no","307658:000177"
"LOC105835436",NA,NA,2.0547581658273e-08,NA,NA,"worker larva","no","307658:00208c"
"LOC105835437",NA,NA,0.0109977922300006,NA,NA,"worker larva","no","307658:0021f6"
"LOC105835438",NA,NA,0.00701213960714534,NA,NA,"worker larva","no","307658:003884"
"LOC105835439",NA,NA,9.86900711355982e-14,NA,NA,"worker larva","no","307658:0049c0"
"LOC105835440",NA,NA,1.83894613985834e-06,NA,NA,"worker larva","no","307658:003885"
"LOC105835441",NA,NA,1.65649399103629e-05,NA,NA,"worker larva","no","307658:004160"
"LOC105835442",NA,NA,1.61846116393876e-07,NA,NA,"worker larva","no","307658:004161"
"LOC105835443",NA,NA,0.0174602547247556,NA,NA,"nurse head","no","307658:00471d"
"LOC105835444",NA,NA,6.17451653733467e-09,NA,NA,"worker larva","no","307658:003e12"
"LOC105835445",NA,NA,2.70621383304623e-12,NA,NA,"worker larva","no","307658:004073"
"LOC105835446",NA,NA,0.00236803552593159,NA,NA,"worker larva","no","307658:004597"
"LOC105835447",NA,NA,1.4414330826077e-16,NA,NA,"worker larva","no","307658:004956"
"LOC105835447",NA,NA,0.0180695638998135,NA,NA,"nurse head","no","307658:004956"
"LOC105835448",NA,NA,0.000199129400913375,NA,NA,"worker larva","no","307658:004e7b"
"LOC105835450",NA,NA,0.00652629326297324,NA,NA,"worker larva","no","307658:003bb3"
"LOC105835451",NA,NA,1.58714081795589e-13,NA,NA,"worker larva","no","307658:003bb4"
"LOC105835453",NA,NA,0.00081044194387146,NA,NA,"nurse head","no","307658:0022ac"
"LOC105835454",NA,NA,2.00135577877202e-05,NA,NA,"worker larva","no","307658:003b0c"
"LOC105835455",NA,NA,0.0327959009553258,NA,NA,"worker larva","no","307658:003b0d"
"LOC105835456",NA,NA,1.84088054216628e-12,NA,NA,"worker larva","no","307658:003b0e"
"LOC105835457",NA,NA,7.90098049493414e-09,NA,NA,"worker larva","no","307658:0040a1"
"LOC105835458",NA,NA,5.166535014379e-12,NA,NA,"worker larva","no","307658:0040a2"
"LOC105835460",NA,NA,0.00311571714762114,NA,NA,"worker larva","no","307658:004409"
"LOC105835461",NA,NA,0.0106461841459315,NA,NA,"worker larva","no","307658:004574"
"LOC105835462",NA,NA,1.10496790562547e-17,NA,NA,"worker larva","no","307658:004724"
"LOC105835463",NA,NA,4.60747027264584e-06,NA,NA,"worker larva","no","307658:0040b1"
"LOC105835465",NA,NA,0.00630481523616521,NA,NA,"worker larva","no","307658:004c94"
"LOC105835465","nurse head → larva","CH",0.00686021410450436,"nurse",0.0816375945193632,"nurse head","yes","307658:004c94"
"LOC105835467","larva → nurse abdomen","CG",2.63083614489464e-75,"larv",0.163807797507235,"worker larva","yes","307658:004fe0"
"LOC105835467","larva → nurse head","CH",2.63083614489464e-75,"larv",0.180820440287074,"worker larva","yes","307658:004fe0"
"LOC105835470",NA,NA,0.000461558895891349,NA,NA,"worker larva","no","307658:0036ff"
"LOC105835471",NA,NA,2.69231252051808e-10,NA,NA,"worker larva","no","307658:003700"
"LOC105835472",NA,NA,2.02668366643155e-07,NA,NA,"worker larva","no","307658:003701"
"LOC105835474",NA,NA,0.00778394265919102,NA,NA,"worker larva","no","307658:00319b"
"LOC105835476",NA,NA,0.0453793359147663,NA,NA,"nurse head","no","307658:004458"
"LOC105835476",NA,NA,8.29927329070836e-05,NA,NA,"worker larva","no","307658:004458"
"LOC105835477",NA,NA,2.27649621142997e-13,NA,NA,"worker larva","no","307658:004865"
"LOC105835478","larva → nurse head","CH",2.88102984366293e-21,"larv",0.202580541446093,"worker larva","yes",NA
"LOC105835478","larva → nurse abdomen","CG",2.88102984366293e-21,"larv",0.177359075381283,"worker larva","yes",NA
"LOC105835479",NA,NA,7.53865328477988e-14,NA,NA,"worker larva","no",NA
"LOC105835480",NA,NA,0.0445647476015128,NA,NA,"nurse abdomen","no","307658:0023fe"
"LOC105835480",NA,NA,0.000398076419930668,NA,NA,"nurse head","no","307658:0023fe"
"LOC105835480",NA,NA,1.09365916828131e-08,NA,NA,"worker larva","no","307658:0023fe"
"LOC105835482",NA,NA,0.0170502201505426,NA,NA,"worker larva","no","307658:0002c6"
"LOC105835483",NA,NA,8.31600236202976e-13,NA,NA,"worker larva","no","307658:00367f"
"LOC105835485",NA,NA,9.04805222890157e-10,NA,NA,"worker larva","no","307658:00235d"
"LOC105835487","larva → nurse head","CH",4.56134625565103e-23,"larv",0.140741751436089,"worker larva","yes","307658:002680"
"LOC105835487","larva → nurse abdomen","CG",4.56134625565103e-23,"larv",0.152002436361502,"worker larva","yes","307658:002680"
"LOC105835488","nurse head → larva","CH",0.0008164368073393,"nurse",0.433033168428921,"nurse head","yes","307658:003d9b"
"LOC105835488","nurse abdomen → larva","CG",0.00479742610446809,"nurse",0.187315498278839,"nurse abdomen","yes","307658:003d9b"
"LOC105835488",NA,NA,4.07529789206041e-12,NA,NA,"worker larva","no","307658:003d9b"
"LOC105835489",NA,NA,3.36902782749035e-06,NA,NA,"worker larva","no","307658:003d9c"
"LOC105835490",NA,NA,0.00203154958525967,NA,NA,"worker larva","no","307658:00319c"
"LOC105835493",NA,NA,0.0495429221899615,NA,NA,"worker larva","no","307658:004e38"
"LOC105835494",NA,NA,2.02441261541789e-09,NA,NA,"worker larva","no","307658:003d5b"
"LOC105835496","nurse head → larva","CH",2.39330169505922e-06,"nurse",0.135231310383661,"nurse head","yes","307658:00319d"
"LOC105835496",NA,NA,3.19842982458886e-06,NA,NA,"worker larva","no","307658:00319d"
"LOC105835497","nurse head → larva","CH",9.48073748841851e-07,"nurse",0.24484956508118,"nurse head","yes","307658:0033ec"
"LOC105835497","nurse abdomen → larva","CG",0.000741259762484584,"nurse",0.372845962844139,"nurse abdomen","yes","307658:0033ec"
"LOC105835498",NA,NA,3.25091630722891e-08,NA,NA,"worker larva","no","307658:0033ed"
"LOC105835499",NA,NA,0.00123025399943458,NA,NA,"worker larva","no","307658:0033ee"
"LOC105835500",NA,NA,0.000173324083351695,NA,NA,"worker larva","no","307658:003588"
"LOC105835501","nurse head → larva","CH",0.0100195526615644,"nurse",0.0880171393503492,"nurse head","yes","307658:004088"
"LOC105835501",NA,NA,4.85088321247243e-15,NA,NA,"worker larva","no","307658:004088"
"LOC105835502",NA,NA,8.22881666881142e-18,NA,NA,"worker larva","no","307658:004a1e"
"LOC105835503",NA,NA,2.54986335797388e-06,NA,NA,"worker larva","no","307658:004c49"
"LOC105835507","nurse abdomen → larva","CG",0.026869357931565,"nurse",0.096712870391803,"nurse abdomen","yes","307658:0023fb"
"LOC105835507",NA,NA,0.00929573073498948,NA,NA,"worker larva","no","307658:0023fb"
"LOC105835508",NA,NA,0.000121241073877145,NA,NA,"worker larva","no","307658:002d92"
"LOC105835509",NA,NA,0.000609452839166505,NA,NA,"worker larva","no","307658:0040c7"
"LOC105835510","larva → nurse abdomen","CG",3.58220981031201e-28,"larv",0.164838944410609,"worker larva","yes","307658:002d93"
"LOC105835510","larva → nurse head","CH",3.58220981031201e-28,"larv",0.196508177823293,"worker larva","yes","307658:002d93"
"LOC105835511",NA,NA,1.11248514388281e-09,NA,NA,"worker larva","no","307658:002d94"
"LOC105835511","nurse abdomen → larva","CG",0.0214721162230284,"nurse",0.100193250259978,"nurse abdomen","yes","307658:002d94"
"LOC105835512",NA,NA,4.66390421684025e-17,NA,NA,"worker larva","no","307658:002d95"
"LOC105835513",NA,NA,4.60590497202674e-08,NA,NA,"worker larva","no","307658:004823"
"LOC105835514","nurse abdomen → larva","CG",0.0435403172647039,"nurse",0.0820568025493834,"nurse abdomen","yes","307658:002d96"
"LOC105835515",NA,NA,0.00646416186744805,NA,NA,"worker larva","no","307658:002d97"
"LOC105835517",NA,NA,0.0159001116810366,NA,NA,"worker larva","no","307658:003d72"
"LOC105835518",NA,NA,2.70884323083768e-16,NA,NA,"worker larva","no","307658:003dc2"
"LOC105835519","larva → nurse head","CH",7.13523371890538e-41,"larv",0.157741227561783,"worker larva","yes","307658:004f5c"
"LOC105835519","larva → nurse abdomen","CG",7.13523371890538e-41,"larv",0.180929855954639,"worker larva","yes","307658:004f5c"
"LOC105835524",NA,NA,0.000179564854015715,NA,NA,"worker larva","no","307658:0046f9"
"LOC105835525",NA,NA,0.0171356250066064,NA,NA,"worker larva","no","307658:00215b"
"LOC105835526","larva → nurse abdomen","CG",4.06978921676044e-27,"larv",0.184095977402642,"worker larva","yes","307658:00485f"
"LOC105835526","larva → nurse head","CH",4.06978921676044e-27,"larv",0.217833046829226,"worker larva","yes","307658:00485f"
"LOC105835527","nurse head → larva","CH",0.00191921637930285,"nurse",0.0964824167531657,"nurse head","yes","307658:003dc3"
"LOC105835527",NA,NA,0.000270420286110762,NA,NA,"worker larva","no","307658:003dc3"
"LOC105835528",NA,NA,0.00850486747808314,NA,NA,"worker larva","no","307658:003906"
"LOC105835529","larva → nurse head","CH",1.12340866372385e-37,"larv",0.140302119926977,"worker larva","yes","307658:003907"
"LOC105835529","larva → nurse abdomen","CG",1.12340866372385e-37,"larv",0.21380765952483,"worker larva","yes","307658:003907"
"LOC105835532",NA,NA,0.00757564464945347,NA,NA,"worker larva","no","307658:0046af"
"LOC105835535",NA,NA,2.29601333793746e-10,NA,NA,"worker larva","no","307658:004ccb"
"LOC105835535",NA,NA,0.028021300288788,NA,NA,"nurse head","no","307658:004ccb"
"LOC105835535",NA,NA,2.7895785454545e-07,NA,NA,"nurse abdomen","no","307658:004ccb"
"LOC105835537","nurse head → larva","CH",0.000337369916546036,"nurse",0.0819469503508387,"nurse head","yes","307658:004743"
"LOC105835537",NA,NA,0.0323508404781779,NA,NA,"worker larva","no","307658:004743"
"LOC105835539",NA,NA,0.00723975459110233,NA,NA,"worker larva","no","307658:004d25"
"LOC105835540","nurse abdomen → larva","CG",0.0269209248957095,"nurse",0.0651084165470914,"nurse abdomen","yes","307658:00229d"
"LOC105835540","nurse head → larva","CH",0.00246211077844942,"nurse",0.112539441501635,"nurse head","yes","307658:00229d"
"LOC105835540",NA,NA,0.000192023854871239,NA,NA,"worker larva","no","307658:00229d"
"LOC105835541",NA,NA,0.000356543904230182,NA,NA,"nurse head","no","307658:0023ee"
"LOC105835543",NA,NA,0.000573683797166885,NA,NA,"worker larva","no","307658:0031a2"
"LOC105835544",NA,NA,4.52554470631676e-10,NA,NA,"worker larva","no","307658:0031a3"
"LOC105835544","nurse head → larva","CH",0.00214529121346745,"nurse",0.132377323305666,"nurse head","yes","307658:0031a3"
"LOC105835545",NA,NA,0.0294804712215726,NA,NA,"worker larva","no","307658:003dbd"
"LOC105835546",NA,NA,4.9728381059562e-06,NA,NA,"worker larva","no","307658:004baa"
"LOC105835547",NA,NA,0.00760673760529592,NA,NA,"worker larva","no","307658:004ffe"
"LOC105835548","nurse abdomen → larva","CG",0.00805219186323496,"nurse",0.111113067757315,"nurse abdomen","yes","307658:002901"
"LOC105835548",NA,NA,0.00607804236011839,NA,NA,"worker larva","no","307658:002901"
"LOC105835549",NA,NA,8.29085453917201e-15,NA,NA,"worker larva","no","307658:002903"
"LOC105835551",NA,NA,0.000322919425637814,NA,NA,"worker larva","no","307658:004820"
"LOC105835552","nurse abdomen → larva","CG",0.00144868309983673,"nurse",0.0782141202349871,"nurse abdomen","yes","307658:002906"
"LOC105835552","larva → nurse abdomen","CG",5.6269138555819e-32,"larv",0.254397584284383,"worker larva","yes","307658:002906"
"LOC105835552","larva → nurse head","CH",5.6269138555819e-32,"larv",0.139918516885811,"worker larva","yes","307658:002906"
"LOC105835553",NA,NA,0.0469002481852552,NA,NA,"worker larva","no","307658:002908"
"LOC105835554",NA,NA,0.0249308753246932,NA,NA,"nurse head","no","307658:002909"
"LOC105835554",NA,NA,0.00062654420618884,NA,NA,"worker larva","no","307658:002909"
"LOC105835555",NA,NA,3.83729544623781e-06,NA,NA,"worker larva","no","307658:004001"
"LOC105835555",NA,NA,0.0300208167172779,NA,NA,"nurse head","no","307658:004001"
"LOC105835556",NA,NA,0.0114944366272816,NA,NA,"nurse head","no","307658:004002"
"LOC105835556",NA,NA,1.74462715723198e-05,NA,NA,"worker larva","no","307658:004002"
"LOC105835558",NA,NA,0.000825713068658772,NA,NA,"worker larva","no","307658:00388d"
"LOC105835562",NA,NA,1.71156232442069e-05,NA,NA,"worker larva","no","307658:001801"
"LOC105835564","larva → nurse abdomen","CG",4.1372515331549e-30,"larv",0.221236541730621,"worker larva","yes","307658:002f9b"
"LOC105835564","nurse head → larva","CH",0.0107938812817775,"nurse",0.105492760673743,"nurse head","yes","307658:002f9b"
"LOC105835564","larva → nurse head","CH",4.1372515331549e-30,"larv",0.157472539663785,"worker larva","yes","307658:002f9b"
"LOC105835565",NA,NA,5.73000746801512e-17,NA,NA,"worker larva","no","307658:002f9c"
"LOC105835568",NA,NA,0.0157103254554402,NA,NA,"nurse head","no","307658:004dab"
"LOC105835568",NA,NA,1.84410207946396e-08,NA,NA,"worker larva","no","307658:004dab"
"LOC105835569","nurse head → larva","CH",0.0149852364384697,"nurse",0.0908892480371284,"nurse head","yes","307658:003413"
"LOC105835569",NA,NA,0.00678569008437222,NA,NA,"worker larva","no","307658:003413"
"LOC105835571",NA,NA,0.0384845596027535,NA,NA,"nurse abdomen","no","307658:003415"
"LOC105835571",NA,NA,1.72568695344835e-09,NA,NA,"worker larva","no","307658:003415"
"LOC105835575",NA,NA,8.80442925869371e-13,NA,NA,"worker larva","no","307658:003821"
"LOC105835576","nurse head → larva","CH",0.000809644636156692,"nurse",0.122845733786653,"nurse head","yes","307658:003822"
"LOC105835576",NA,NA,5.18233808023876e-08,NA,NA,"worker larva","no","307658:003822"
"LOC105835577",NA,NA,2.70181529600119e-11,NA,NA,"worker larva","no","307658:003823"
"LOC105835578",NA,NA,2.38921802069753e-15,NA,NA,"worker larva","no","307658:003824"
"LOC105835579","nurse head → larva","CH",0.0109596486511371,"nurse",0.0883358726220444,"nurse head","yes","307658:003825"
"LOC105835579",NA,NA,2.05331367376989e-18,NA,NA,"worker larva","no","307658:003825"
"LOC105835579","nurse abdomen → larva","CG",0.0286588625562295,"nurse",0.0617175774892385,"nurse abdomen","yes","307658:003825"
"LOC105835580",NA,NA,0.0431110316097938,NA,NA,"nurse head","no","307658:00215c"
