"Gene","differential expression tissue","differential expression P-value","used in regulatory network reconstruction?","estimated regulatory direction","social connectivity","phylostrata category","SwissProt ID","constraint"
"LOC105835581","nurse head → larva","CH",4.491591158056e-06,"nurse",0.150081408895539,"nurse head","yes","307658:003826"
"LOC105835582",NA,NA,0.0497046078902559,NA,NA,"nurse head","no","307658:003895"
"LOC105835582",NA,NA,8.65909507133823e-05,NA,NA,"worker larva","no","307658:003895"
"LOC105835583",NA,NA,2.06110168849041e-11,NA,NA,"worker larva","no","307658:003896"
"LOC105835584",NA,NA,2.92764998164751e-09,NA,NA,"worker larva","no","307658:003897"
"LOC105835585",NA,NA,2.70365578063376e-11,NA,NA,"worker larva","no","307658:003898"
"LOC105835586",NA,NA,0.00827895051258254,NA,NA,"worker larva","no","307658:0040a9"
"LOC105835587",NA,NA,1.01165277861844e-16,NA,NA,"worker larva","no","307658:0045bf"
"LOC105835587","nurse abdomen → larva","CG",0.000994185483994913,"nurse",0.0807837722804276,"nurse abdomen","yes","307658:0045bf"
"LOC105835588","larva → nurse abdomen","CG",1.13402491869873e-54,"larv",0.221597874265366,"worker larva","yes","307658:0045c0"
"LOC105835588","larva → nurse head","CH",1.13402491869873e-54,"larv",0.180120276143061,"worker larva","yes","307658:0045c0"
"LOC105835591",NA,NA,4.38276960567461e-15,NA,NA,"worker larva","no","307658:0047e0"
"LOC105835592",NA,NA,0.0472632112891503,NA,NA,"nurse abdomen","no","307658:004bf0"
"LOC105835592",NA,NA,1.7913571356992e-05,NA,NA,"worker larva","no","307658:004bf0"
"LOC105835593",NA,NA,7.00360273389574e-17,NA,NA,"worker larva","no","307658:004918"
"LOC105835593","nurse head → larva","CH",0.00292823093772871,"nurse",0.0974230259591742,"nurse head","yes","307658:004918"
"LOC105835596","nurse head → larva","CH",0.00249031067073802,"nurse",0.0421943113673438,"nurse head","yes","307658:002d1c"
"LOC105835596","larva → nurse head","CH",2.02534723607046e-53,"larv",0.190566556492234,"worker larva","yes","307658:002d1c"
"LOC105835596","larva → nurse abdomen","CG",2.02534723607046e-53,"larv",0.175168978231991,"worker larva","yes","307658:002d1c"
"LOC105835598",NA,NA,1.40807961529968e-06,NA,NA,"worker larva","no","307658:001b3b"
"LOC105835602",NA,NA,1.91244725767097e-11,NA,NA,"worker larva","no","307658:005097"
"LOC105835603",NA,NA,0.000202939775234825,NA,NA,"worker larva","no","307658:004661"
"LOC105835604","nurse abdomen → larva","CG",0.013645906151998,"nurse",0.0771930507194381,"nurse abdomen","yes","307658:0048b1"
"LOC105835604","nurse head → larva","CH",0.00721461696373438,"nurse",0.125407030092947,"nurse head","yes","307658:0048b1"
"LOC105835604",NA,NA,2.3486400839134e-08,NA,NA,"worker larva","no","307658:0048b1"
"LOC105835606","nurse abdomen → larva","CG",0.000997384766080512,"nurse",0.14719681005133,"nurse abdomen","yes","307658:004f94"
"LOC105835606",NA,NA,9.25138748173233e-05,NA,NA,"worker larva","no","307658:004f94"
"LOC105835606","nurse head → larva","CH",0.00365463621495798,"nurse",0.184869502015711,"nurse head","yes","307658:004f94"
"LOC105835608",NA,NA,3.91682115422652e-37,NA,NA,"worker larva","no","307658:002048"
"LOC105835609",NA,NA,0.0383649539819945,NA,NA,"nurse head","no","307658:002169"
"LOC105835610",NA,NA,0.0046653759622779,NA,NA,"worker larva","no","307658:00216a"
"LOC105835612","nurse head → larva","CH",0.000707610314790501,"nurse",0.121526392287464,"nurse head","yes","307658:00387e"
"LOC105835612",NA,NA,7.52955907675057e-05,NA,NA,"worker larva","no","307658:00387e"
"LOC105835614","larva → nurse abdomen","CG",3.73132956532643e-23,"larv",0.251454480031112,"worker larva","yes","307658:004018"
"LOC105835614","larva → nurse head","CH",3.73132956532643e-23,"larv",0.334534157287835,"worker larva","yes","307658:004018"
"LOC105835616",NA,NA,0.0383377309321515,NA,NA,"nurse head","no","307658:004cd6"
"LOC105835616",NA,NA,0.00419124726497931,NA,NA,"worker larva","no","307658:004cd6"
"LOC105835619",NA,NA,0.00814176934032925,NA,NA,"worker larva","no","307658:000730"
"LOC105835621",NA,NA,0.00150423997143139,NA,NA,"worker larva","no","307658:004eac"
"LOC105835623",NA,NA,0.00308088954949698,NA,NA,"worker larva","no","307658:0000e4"
"LOC105835628",NA,NA,4.41407614071498e-08,NA,NA,"worker larva","no","307658:0023d0"
"LOC105835629",NA,NA,1.57705234601442e-13,NA,NA,"worker larva","no","307658:0025d9"
"LOC105835632",NA,NA,0.000962847372460646,NA,NA,"worker larva","no","307658:002f51"
"LOC105835633",NA,NA,0.0348640357154135,NA,NA,"nurse head","no","307658:002f53"
"LOC105835633",NA,NA,0.000215223802587429,NA,NA,"worker larva","no","307658:002f53"
"LOC105835634",NA,NA,0.000695834321928783,NA,NA,"worker larva","no","307658:002f54"
"LOC105835635",NA,NA,0.000163700303825632,NA,NA,"worker larva","no","307658:002f55"
"LOC105835636",NA,NA,0.0331192462922023,NA,NA,"nurse head","no","307658:002f56"
"LOC105835636",NA,NA,1.93319576117303e-05,NA,NA,"worker larva","no","307658:002f56"
"LOC105835637",NA,NA,0.000432683713675451,NA,NA,"worker larva","no","307658:0045b6"
"LOC105835638","nurse head → larva","CH",0.00161101170347607,"nurse",0.135994923869853,"nurse head","yes","307658:002f57"
"LOC105835638",NA,NA,1.55075076787954e-16,NA,NA,"worker larva","no","307658:002f57"
"LOC105835638","nurse abdomen → larva","CG",0.000352727790398915,"nurse",0.0924241671215259,"nurse abdomen","yes","307658:002f57"
"LOC105835641",NA,NA,2.56678092876036e-07,NA,NA,"worker larva","no","307658:00433d"
"LOC105835641","nurse abdomen → larva","CG",0.0249788512183426,"nurse",0.0922271143424329,"nurse abdomen","yes","307658:00433d"
"LOC105835642",NA,NA,0.00141276832488398,NA,NA,"worker larva","no","307658:003e20"
"LOC105835643",NA,NA,5.48062854280518e-05,NA,NA,"worker larva","no","307658:004b4f"
"LOC105835644","nurse head → larva","CH",9.98123809184975e-05,"nurse",0.202006542918238,"nurse head","yes","307658:003e21"
"LOC105835644",NA,NA,2.65402864298859e-14,NA,NA,"worker larva","no","307658:003e21"
"LOC105835646",NA,NA,0.00196061705399363,NA,NA,"worker larva","no","307658:004052"
"LOC105835647",NA,NA,2.50127577765174e-15,NA,NA,"worker larva","no","307658:004697"
"LOC105835648",NA,NA,5.96810962058464e-08,NA,NA,"worker larva","no","307658:004792"
"LOC105835649","nurse abdomen → larva","CG",0.0126432359144647,"nurse",0.0844577168117044,"nurse abdomen","yes","307658:004add"
"LOC105835649",NA,NA,0.018176011351109,NA,NA,"nurse head","no","307658:004add"
"LOC105835650",NA,NA,7.76242878507527e-05,NA,NA,"worker larva","no","307658:004569"
"LOC105835651",NA,NA,0.00471504200769276,NA,NA,"worker larva","no","307658:004b50"
"LOC105835653",NA,NA,2.05246253396145e-06,NA,NA,"worker larva","no","307658:003491"
"LOC105835655",NA,NA,2.37674008754883e-10,NA,NA,"worker larva","no","307658:003493"
"LOC105835655",NA,NA,0.0156544279656055,NA,NA,"nurse head","no","307658:003493"
"LOC105835656","nurse abdomen → larva","CG",0.0235627334161386,"nurse",0.145859013111096,"nurse abdomen","yes","307658:003f85"
"LOC105835658",NA,NA,0.043488050435318,NA,NA,"nurse head","no","307658:002fb5"
"LOC105835658",NA,NA,0.0221432520426215,NA,NA,"worker larva","no","307658:002fb5"
"LOC105835660","nurse abdomen → larva","CG",0.0120469837658347,"nurse",0.115599924722685,"nurse abdomen","yes","307658:000302"
"LOC105835660",NA,NA,6.70099040170362e-09,NA,NA,"worker larva","no","307658:000302"
"LOC105835661",NA,NA,0.00263606135431979,NA,NA,"worker larva","no","307658:003f15"
"LOC105835662","nurse abdomen → larva","CG",0.00619868711150325,"nurse",0.103421799250628,"nurse abdomen","yes","307658:003f16"
"LOC105835662",NA,NA,3.49673033225263e-07,NA,NA,"worker larva","no","307658:003f16"
"LOC105835663",NA,NA,6.99993819840682e-10,NA,NA,"worker larva","no","307658:004904"
"LOC105835664",NA,NA,0.00157351193325543,NA,NA,"worker larva","no","307658:002924"
"LOC105835667",NA,NA,0.000536082835622724,NA,NA,"worker larva","no","307658:004d23"
"LOC105835668",NA,NA,1.86241325169114e-08,NA,NA,"worker larva","no","307658:00000f"
"LOC105835670",NA,NA,0.0393567900120665,NA,NA,"worker larva","no","307658:003bcd"
"LOC105835671",NA,NA,1.6893543273167e-14,NA,NA,"worker larva","no","307658:003500"
"LOC105835672","nurse abdomen → larva","CG",0.0064559499043112,"nurse",0.0734924746794328,"nurse abdomen","yes","307658:003bce"
"LOC105835672",NA,NA,0.0147445579057698,NA,NA,"nurse head","no","307658:003bce"
"LOC105835673",NA,NA,1.21996534960233e-05,NA,NA,"worker larva","no","307658:004398"
"LOC105835675",NA,NA,9.42970787277074e-06,NA,NA,"worker larva","no","307658:003639"
"LOC105835675","nurse abdomen → larva","CG",0.0471210849795968,"nurse",0.122670650290667,"nurse abdomen","yes","307658:003639"
"LOC105835677",NA,NA,0.000728696110935332,NA,NA,"worker larva","no","307658:00363b"
"LOC105835677","nurse head → larva","CH",0.0110294791963373,"nurse",0.103807478827527,"nurse head","yes","307658:00363b"
"LOC105835678","nurse abdomen → larva","CG",0.00138262906834976,"nurse",0.0852086820631041,"nurse abdomen","yes","307658:00363c"
"LOC105835678",NA,NA,2.8946743542795e-11,NA,NA,"worker larva","no","307658:00363c"
"LOC105835679",NA,NA,0.00884457509725834,NA,NA,"worker larva","no","307658:004cba"
"LOC105835680","nurse head → larva","CH",0.00084592483005409,"nurse",0.123112354037119,"nurse head","yes","307658:004dcf"
"LOC105835680",NA,NA,0.0064067812374425,NA,NA,"worker larva","no","307658:004dcf"
"LOC105835684",NA,NA,1.87631910526147e-07,NA,NA,"worker larva","no","307658:00192a"
"LOC105835687",NA,NA,0.0150996461900222,NA,NA,"worker larva","no","307658:003b5a"
"LOC105835689","nurse abdomen → larva","CG",0.0148237765253473,"nurse",0.0984536146286144,"nurse abdomen","yes","307658:003b5c"
"LOC105835689",NA,NA,0.0201220770829476,NA,NA,"worker larva","no","307658:003b5c"
"LOC105835689",NA,NA,0.0187086084008863,NA,NA,"nurse head","no","307658:003b5c"
"LOC105835691","nurse head → larva","CH",0.0058001914602187,"nurse",0.0793437504290274,"nurse head","yes","307658:002075"
"LOC105835693","larva → nurse head","CH",1.79511907059459e-19,"larv",0.162982510046815,"worker larva","yes","307658:003fc9"
"LOC105835693","larva → nurse abdomen","CG",1.79511907059459e-19,"larv",0.177820066715255,"worker larva","yes","307658:003fc9"
"LOC105835694",NA,NA,2.50808167010926e-06,NA,NA,"worker larva","no","307658:004e9e"
"LOC105835695","nurse head → larva","CH",0.00798835201576648,"nurse",0.0941567001939015,"nurse head","yes","307658:0032c6"
"LOC105835696",NA,NA,1.19630772830504e-13,NA,NA,"worker larva","no","307658:0032c7"
"LOC105835696","nurse abdomen → larva","CG",0.0159983459617768,"nurse",0.0823632638754759,"nurse abdomen","yes","307658:0032c7"
"LOC105835697",NA,NA,0.023366116756074,NA,NA,"worker larva","no","307658:0032c8"
"LOC105835698",NA,NA,3.33598097186943e-05,NA,NA,"worker larva","no","307658:0032c9"
"LOC105835699",NA,NA,0.0363834040658863,NA,NA,"nurse head","no","307658:003560"
"LOC105835699",NA,NA,0.000372383897664274,NA,NA,"worker larva","no","307658:003560"
"LOC105835700",NA,NA,0.000169955007230812,NA,NA,"worker larva","no","307658:003561"
"LOC105835701",NA,NA,0.036685943293907,NA,NA,"worker larva","no","307658:003fca"
"LOC105835702","larva → nurse head","CH",3.5758334013659e-52,"larv",0.194399175354775,"worker larva","yes","307658:003562"
"LOC105835702","larva → nurse abdomen","CG",3.5758334013659e-52,"larv",0.180068932734832,"worker larva","yes","307658:003562"
"LOC105835702","nurse abdomen → larva","CG",0.016602371605787,"nurse",0.0863272893284615,"nurse abdomen","yes","307658:003562"
"LOC105835703",NA,NA,6.11489371850471e-18,NA,NA,"worker larva","no","307658:003563"
"LOC105835704","larva → nurse abdomen","CG",1.29664829854738e-39,"larv",0.147951396973643,"worker larva","yes","307658:003564"
"LOC105835704","larva → nurse head","CH",1.29664829854738e-39,"larv",0.140948505775711,"worker larva","yes","307658:003564"
"LOC105835705",NA,NA,0.000722087040814057,NA,NA,"nurse head","no","307658:003565"
"LOC105835705",NA,NA,2.59182290968279e-16,NA,NA,"worker larva","no","307658:003565"
"LOC105835710",NA,NA,1.81185090390481e-09,NA,NA,"worker larva","no","307658:0039f1"
"LOC105835710","nurse head → larva","CH",0.000554287784775724,"nurse",0.140476678994265,"nurse head","yes","307658:0039f1"
"LOC105835711",NA,NA,0.0135928556743674,NA,NA,"worker larva","no","307658:003f8b"
"LOC105835712",NA,NA,7.13708627383573e-13,NA,NA,"worker larva","no","307658:00424c"
"LOC105835714",NA,NA,0.00114582136978895,NA,NA,"worker larva","no","307658:00424e"
"LOC105835715",NA,NA,0.00453515923729489,NA,NA,"worker larva","no","307658:00407c"
"LOC105835716",NA,NA,0.0126113378677775,NA,NA,"worker larva","no","307658:004243"
"LOC105835720","larva → nurse head","CH",1.05318140599353e-53,"larv",0.152893395807769,"worker larva","yes","307658:0023b2"
"LOC105835720",NA,NA,0.0114084070181251,NA,NA,"nurse abdomen","no","307658:0023b2"
"LOC105835720","larva → nurse abdomen","CG",1.05318140599353e-53,"larv",0.154241902747257,"worker larva","yes","307658:0023b2"
"LOC105835722",NA,NA,0.0241769336318913,NA,NA,"nurse head","no","307658:003416"
"LOC105835724",NA,NA,0.0280418096093391,NA,NA,"nurse head","no","307658:004728"
"LOC105835724",NA,NA,0.00205668943639253,NA,NA,"worker larva","no","307658:004728"
"LOC105835728","nurse head → larva","CH",0.000281051215043391,"nurse",0.127736056852719,"nurse head","yes","307658:002fff"
"LOC105835729",NA,NA,3.0370089971201e-09,NA,NA,"worker larva","no","307658:003000"
"LOC105835729","nurse abdomen → larva","CG",0.0114620826189598,"nurse",0.0700964795940912,"nurse abdomen","yes","307658:003000"
"LOC105835730",NA,NA,2.31891386225462e-06,NA,NA,"worker larva","no","307658:004400"
"LOC105835731",NA,NA,0.0207026475994979,NA,NA,"nurse head","no","307658:003001"
"LOC105835731",NA,NA,0.000136509887242706,NA,NA,"worker larva","no","307658:003001"
"LOC105835732",NA,NA,0.0114160982390452,NA,NA,"worker larva","no","307658:003002"
"LOC105835733",NA,NA,1.15041952854465e-18,NA,NA,"worker larva","no","307658:003b4c"
"LOC105835734",NA,NA,3.53768476261887e-15,NA,NA,"worker larva","no","307658:003b4d"
"LOC105835735",NA,NA,3.16986936316161e-12,NA,NA,"worker larva","no","307658:003b4e"
"LOC105835736","nurse head → larva","CH",0.0126958699387629,"nurse",0.07650354842805,"nurse head","yes","307658:003b4f"
"LOC105835738",NA,NA,0.0452968121784453,NA,NA,"nurse head","no","307658:004d3b"
"LOC105835738",NA,NA,2.09771497620702e-12,NA,NA,"worker larva","no","307658:004d3b"
"LOC105835740",NA,NA,8.6530005439414e-06,NA,NA,"worker larva","no","307658:0001cc"
"LOC105835740","nurse abdomen → larva","CG",0.0127188724611108,"nurse",0.106688390392593,"nurse abdomen","yes","307658:0001cc"
"LOC105835741","nurse abdomen → larva","CG",0.000871900921299191,"nurse",0.173730238684249,"nurse abdomen","yes","307658:0018b9"
"LOC105835741","nurse head → larva","CH",0.000157695084097548,"nurse",0.147618382607937,"nurse head","yes","307658:0018b9"
"LOC105835741",NA,NA,1.88344512551714e-05,NA,NA,"worker larva","no","307658:0018b9"
"LOC105835742","nurse head → larva","CH",0.000258649843608748,"nurse",0.124743872631155,"nurse head","yes","307658:00315b"
"LOC105835742","nurse abdomen → larva","CG",0.000200846970002148,"nurse",0.101464041219165,"nurse abdomen","yes","307658:00315b"
"LOC105835742",NA,NA,0.00406624310522681,NA,NA,"worker larva","no","307658:00315b"
"LOC105835746",NA,NA,8.85523414451263e-10,NA,NA,"worker larva","no","307658:004856"
"LOC105835748",NA,NA,0.0200538102888662,NA,NA,"nurse abdomen","no","307658:00186f"
"LOC105835748",NA,NA,1.72319208242212e-10,NA,NA,"worker larva","no","307658:00186f"
"LOC105835763",NA,NA,6.65132138080479e-13,NA,NA,"worker larva","no","307658:004a1a"
"LOC105835769",NA,NA,6.83442345569849e-05,NA,NA,"worker larva","no","307658:00178a"
"LOC105835770",NA,NA,0.000252360834138808,NA,NA,"worker larva","no","307658:00178b"
"LOC105835773",NA,NA,5.96676965943433e-08,NA,NA,"worker larva","no","307658:002112"
"LOC105835774","nurse abdomen → larva","CG",0.000235789878634542,"nurse",0.0735506610834654,"nurse abdomen","yes","307658:003ad0"
"LOC105835774",NA,NA,1.76026100732096e-05,NA,NA,"worker larva","no","307658:003ad0"
"LOC105835775",NA,NA,1.87954314592757e-10,NA,NA,"worker larva","no","307658:0049bd"
"LOC105835776",NA,NA,4.26254942799949e-19,NA,NA,"worker larva","no","307658:0042ed"
"LOC105835777",NA,NA,2.19062644031821e-06,NA,NA,"worker larva","no","307658:0042ee"
"LOC105835778",NA,NA,0.00171115724597192,NA,NA,"worker larva","no","307658:00450e"
"LOC105835779","nurse abdomen → larva","CG",0.0116819107646493,"nurse",0.2360997959311,"nurse abdomen","yes","307658:004a7c"
"LOC105835779","nurse head → larva","CH",0.00130674822117296,"nurse",0.271291695004922,"nurse head","yes","307658:004a7c"
"LOC105835779",NA,NA,6.06956951909675e-15,NA,NA,"worker larva","no","307658:004a7c"
"LOC105835780",NA,NA,1.57264533592556e-05,NA,NA,"worker larva","no",NA
"LOC105835780","nurse head → larva","CH",0.00043037384204118,"nurse",0.0771553088847628,"nurse head","yes",NA
"LOC105835781",NA,NA,6.67173728472761e-06,NA,NA,"worker larva","no","307658:004acd"
"LOC105835782",NA,NA,8.97416681307997e-15,NA,NA,"worker larva","no","307658:004ace"
"LOC105835783",NA,NA,0.00244190024985607,NA,NA,"nurse head","no","307658:004afd"
"LOC105835783",NA,NA,2.32132335472295e-17,NA,NA,"worker larva","no","307658:004afd"
"LOC105835784",NA,NA,0.00208407858241483,NA,NA,"worker larva","no","307658:004c11"
"LOC105835784",NA,NA,0.0494579921270725,NA,NA,"nurse abdomen","no","307658:004c11"
"LOC105835786",NA,NA,2.72039125019328e-18,NA,NA,"worker larva","no","307658:004e54"
"LOC105835787",NA,NA,2.08930866447025e-07,NA,NA,"worker larva","no","307658:001c35"
"LOC105835788",NA,NA,2.04088100516361e-06,NA,NA,"worker larva","no","307658:004e5c"
"LOC105835789",NA,NA,0.0411463422287024,NA,NA,"worker larva","no","307658:004f2e"
"LOC105835790",NA,NA,0.000920726544043006,NA,NA,"worker larva","no","307658:001b7f"
"LOC105835791",NA,NA,4.09434773011729e-05,NA,NA,"worker larva","no",NA
"LOC105835793",NA,NA,0.0213091939472,NA,NA,"nurse head","no","307658:0024ac"
"LOC105835793",NA,NA,0.0442966375537639,NA,NA,"worker larva","no","307658:0024ac"
"LOC105835795",NA,NA,0.000763540192577118,NA,NA,"worker larva","no","307658:004571"
"LOC105835797",NA,NA,0.00117729921054135,NA,NA,"worker larva","no","307658:00223b"
"LOC105835798","nurse abdomen → larva","CG",0.000615410612323806,"nurse",0.108463048762648,"nurse abdomen","yes","307658:003c41"
"LOC105835798","nurse head → larva","CH",0.0188254566650095,"nurse",0.120175609541098,"nurse head","yes","307658:003c41"
"LOC105835798",NA,NA,1.69369782724508e-11,NA,NA,"worker larva","no","307658:003c41"
"LOC105835799",NA,NA,0.0234098731427315,NA,NA,"worker larva","no","307658:004e3d"
"LOC105835802",NA,NA,3.91106501513481e-10,NA,NA,"worker larva","no","307658:002088"
